Active users,New users,Message rate,Media sharing,Spam ratio,User sentiment,Server load,Time of day,Latency,Bandwidth usage,Traffic state,Optimal Route,Message type
26194,1750,1644,0.18,0.04,positive,38,Morning,59,171.82,High,Route C,text
35770,573,5005,0.36,0.04,neutral,47,Evening,115,269.96,High,Route C,text
31466,2166,3349,0.49,0.01,positive,27,Afternoon,46,229.87,Medium,Route A,video
12511,673,2123,0.38,0.04,neutral,11,Night,109,127.92,High,Route C,text
43984,1267,8334,0.1,0.14,negative,60,Night,27,317.25,Low,Route A,text
35314,226,4386,0.59,0.02,positive,43,Morning,73,295.12,Medium,Route A,text
31327,139,3964,0.26,0.1,negative,39,Afternoon,33,235.97,Low,Route A,text
12339,920,1904,0.15,0.13,negative,10,Afternoon,52,102.52,High,Route C,spam
26896,907,2216,0.59,0.05,neutral,26,Evening,47,196.09,Medium,Route A,text
5312,186,812,0.16,0.13,negative,15,Evening,40,70.2,Low,Route A,image
7572,715,897,0.11,0.02,positive,18,Afternoon,61,74.9,Medium,Route C,video
19066,1053,1569,0.51,0.08,neutral,30,Evening,21,160.45,Medium,Route A,image
2008,117,334,0.51,0.02,positive,10,Morning,29,53.32,Low,Route A,video
29882,2864,4193,0.14,0.05,positive,44,Evening,97,190.48,High,Route A,spam
37726,1027,4684,0.51,0.22,negative,46,Afternoon,27,268.95,Low,Route A,text
25295,2487,3194,0.08,0.16,negative,47,Night,163,168.1,High,Route C,text
29826,1880,614,0.27,0.18,negative,36,Morning,38,166.54,Low,Route A,text
16881,177,3121,0.23,0.03,positive,40,Morning,26,139.7,Medium,Route C,text
2720,231,380,0.4,0.04,positive,14,Afternoon,51,71.71,High,Route A,image
621,29,90,0.25,0.02,positive,13,Night,38,41.04,Low,Route A,text
17702,650,2986,0.5,0.19,negative,13,Night,30,175.07,Low,Route A,text
25292,27,1650,0.21,0.07,neutral,35,Afternoon,37,149.56,Low,Route B,text
2831,242,538,0.47,0.2,negative,10,Afternoon,45,74.73,Low,Route B,text
10942,915,246,0.41,0.04,positive,10,Morning,11,115.54,Low,Route A,image
19218,855,1147,0.51,0.03,positive,29,Morning,31,150.69,Low,Route A,text
1546,95,169,0.42,0.03,neutral,13,Morning,105,33.39,High,Route B,text
34783,976,2665,0.16,0.02,positive,43,Night,151,218.01,High,Route C,spam
28098,1166,3412,0.19,0.04,positive,41,Morning,31,190.07,Low,Route A,text
32483,215,6242,0.27,0.21,negative,47,Night,92,244.76,High,Route A,text
46982,3534,1853,0.27,0.18,negative,54,Morning,38,262.4,Low,Route A,text
16896,1058,831,0.47,0.04,positive,10,Evening,21,149.26,Low,Route A,text
18777,189,1171,0.07,0.05,positive,16,Evening,138,94.61,High,Route C,text
41689,892,2893,0.42,0.13,negative,39,Afternoon,30,281.01,Low,Route C,video
19845,370,2619,0.28,0.04,neutral,28,Evening,55,152.53,Medium,Route B,text
16163,323,612,0.27,0.08,neutral,27,Afternoon,114,133.01,High,Route C,text
49854,308,8018,0.28,0.05,positive,61,Night,68,350.39,Medium,Route B,text
1456,105,191,0.44,0.07,neutral,10,Morning,44,34.97,Medium,Route A,image
9534,315,982,0.52,0.04,positive,10,Afternoon,123,108.12,High,Route A,spam
29774,2488,4740,0.21,0.1,neutral,30,Morning,95,216.28,High,Route C,text
33360,2317,5200,0.27,0.04,positive,61,Evening,48,245.97,Medium,Route A,video
45610,2612,7574,0.46,0.03,positive,67,Afternoon,49,338.19,Medium,Route B,image
28477,536,2599,0.21,0.03,positive,23,Night,80,191.3,High,Route B,text
16737,1108,1761,0.19,0.17,negative,10,Afternoon,24,118.0,Medium,Route A,text
37732,770,2018,0.27,0.04,neutral,34,Afternoon,79,245.91,Medium,Route C,spam
30900,1795,4954,0.08,0.11,negative,48,Afternoon,19,209.61,Low,Route A,text
19285,881,1267,0.06,0.1,neutral,26,Evening,65,125.96,Medium,Route A,text
20338,1983,1313,0.35,0.09,neutral,36,Morning,76,141.5,Medium,Route A,text
38586,1388,6702,0.5,0.02,positive,66,Afternoon,44,327.25,Low,Route C,text
37982,481,4773,0.41,0.16,negative,50,Evening,48,260.96,Low,Route A,spam
43108,3380,6857,0.37,0.04,neutral,70,Evening,85,322.13,Medium,Route B,spam
37882,62,7142,0.14,0.12,negative,63,Morning,33,255.53,Low,Route A,spam
3724,51,597,0.27,0.1,negative,10,Afternoon,48,35.25,Medium,Route C,text
18374,276,1888,0.45,0.15,negative,33,Morning,88,175.42,Medium,Route A,text
31445,438,5177,0.31,0.04,positive,49,Night,82,248.48,Medium,Route B,video
23060,1486,1703,0.45,0.06,neutral,20,Night,63,165.08,High,Route C,video
17450,138,2611,0.34,0.24,negative,11,Morning,48,127.72,Medium,Route B,text
17065,941,3293,0.46,0.05,positive,32,Afternoon,35,149.49,Low,Route A,text
43279,2822,3539,0.16,0.09,negative,65,Morning,128,284.7,High,Route C,text
32214,3019,5732,0.35,0.15,negative,41,Night,92,256.8,High,Route C,text
34615,1965,3255,0.17,0.08,negative,36,Evening,48,231.5,Medium,Route B,video
23230,669,3051,0.53,0.01,positive,42,Evening,34,188.5,Low,Route A,image
23852,1493,3167,0.58,0.06,neutral,23,Afternoon,30,222.74,Low,Route B,image
20573,110,2491,0.24,0.16,negative,36,Evening,98,155.85,Medium,Route B,text
18527,149,3622,0.55,0.01,positive,38,Evening,38,203.14,Medium,Route C,text
3304,276,657,0.35,0.01,positive,10,Afternoon,49,43.91,Medium,Route C,image
8822,334,1124,0.44,0.16,negative,10,Afternoon,45,102.37,High,Route A,text
43979,2797,7588,0.26,0.25,negative,63,Morning,125,310.79,High,Route C,text
4891,172,784,0.1,0.03,positive,10,Night,76,56.96,High,Route C,text
43776,1331,3401,0.46,0.12,negative,51,Night,34,303.42,Low,Route A,image
974,65,139,0.6,0.14,negative,10,Night,58,49.1,High,Route C,image
22053,343,520,0.34,0.09,negative,29,Morning,21,134.1,Medium,Route A,video
1385,54,243,0.5,0.03,positive,10,Evening,30,63.74,Low,Route B,text
26083,2255,3520,0.45,0.21,negative,43,Evening,124,208.91,High,Route C,text
38901,1139,4852,0.59,0.14,negative,63,Morning,103,320.54,High,Route C,text
19830,1211,2021,0.25,0.03,neutral,23,Night,42,164.32,Medium,Route A,image
1484,119,98,0.56,0.21,negative,10,Morning,143,64.19,High,Route C,text
12030,1021,1401,0.58,0.16,negative,23,Afternoon,27,125.8,Low,Route A,text
41810,3489,1889,0.09,0.05,positive,41,Night,55,222.09,Medium,Route C,text
37777,557,6800,0.1,0.05,positive,57,Evening,66,272.06,Medium,Route C,image
43001,2037,1698,0.46,0.04,positive,50,Morning,33,264.81,Medium,Route B,text
17369,884,1469,0.36,0.09,neutral,33,Evening,49,141.9,High,Route C,text
13272,721,1012,0.55,0.21,negative,10,Afternoon,11,115.77,Low,Route B,video
11153,613,484,0.31,0.02,positive,10,Afternoon,74,110.87,Medium,Route A,spam
42242,2778,3594,0.11,0.21,negative,66,Night,96,256.81,Medium,Route B,text
32962,1309,6133,0.26,0.08,neutral,49,Afternoon,33,271.55,Low,Route A,text
49609,3264,3754,0.5,0.04,neutral,62,Morning,180,352.41,High,Route C,video
40068,3372,2265,0.33,0.06,neutral,55,Evening,56,252.35,Medium,Route C,image
2197,138,166,0.14,0.18,negative,11,Afternoon,43,32.1,Medium,Route C,text
25571,1729,1445,0.06,0.03,neutral,23,Evening,178,161.11,High,Route C,video
1923,70,307,0.25,0.17,negative,14,Night,24,24.01,Medium,Route C,spam
3402,27,160,0.56,0.04,positive,10,Evening,13,83.03,Low,Route A,text
24923,1984,856,0.11,0.05,neutral,27,Night,24,132.56,Medium,Route B,video
10103,850,1838,0.52,0.1,negative,10,Afternoon,16,118.3,Medium,Route A,text
13808,343,951,0.49,0.21,negative,10,Afternoon,34,125.9,High,Route C,image
6906,109,724,0.11,0.05,neutral,10,Afternoon,21,47.4,Low,Route C,image
26397,285,2278,0.43,0.03,positive,21,Evening,28,179.05,Low,Route B,text
23484,1012,2291,0.16,0.14,negative,15,Night,20,150.58,Low,Route B,text
21575,1528,3169,0.18,0.03,neutral,26,Night,33,172.55,Low,Route C,text
13593,1036,1376,0.08,0.17,negative,31,Afternoon,83,99.73,Medium,Route B,text
7299,359,164,0.54,0.16,negative,10,Afternoon,39,84.5,Medium,Route B,text
1570,112,73,0.1,0.02,positive,10,Afternoon,69,27.68,Medium,Route C,text
13573,1291,2294,0.23,0.03,positive,33,Night,48,119.82,Low,Route B,image
41249,1987,5845,0.21,0.09,negative,57,Morning,61,291.92,Medium,Route B,text
34088,638,5424,0.45,0.21,negative,42,Afternoon,39,252.3,Medium,Route A,text
27016,2260,4414,0.1,0.01,positive,29,Afternoon,93,178.7,High,Route A,text
20599,855,3037,0.09,0.01,positive,42,Afternoon,124,153.46,High,Route B,text
24117,955,1847,0.11,0.16,negative,28,Afternoon,32,132.34,Low,Route A,text
13455,977,754,0.11,0.09,neutral,30,Morning,27,78.94,Low,Route A,text
19479,1052,1434,0.31,0.07,neutral,22,Night,56,146.48,Medium,Route A,text
19663,1367,3598,0.58,0.09,neutral,30,Morning,79,180.55,High,Route C,text
33102,876,4425,0.06,0.19,negative,44,Night,86,230.33,High,Route C,text
764,74,18,0.6,0.08,neutral,10,Night,46,45.47,High,Route C,image
35620,1961,6345,0.2,0.19,negative,59,Afternoon,192,249.86,High,Route C,text
5736,108,952,0.1,0.01,positive,10,Afternoon,25,29.31,Low,Route A,text
1687,112,185,0.54,0.01,positive,10,Evening,32,73.95,Medium,Route C,text
9736,478,437,0.45,0.17,negative,10,Morning,20,85.97,Low,Route A,text
28857,451,4196,0.49,0.01,positive,35,Evening,143,253.54,High,Route B,spam
39309,1388,1813,0.31,0.04,positive,35,Night,28,227.96,Low,Route A,video
42621,2006,8272,0.19,0.18,negative,72,Afternoon,36,317.91,Low,Route A,text
3436,328,108,0.09,0.03,positive,10,Afternoon,32,11.49,Medium,Route C,text
33701,583,3490,0.46,0.03,positive,47,Night,161,244.31,High,Route B,video
47339,3306,3819,0.27,0.09,neutral,59,Evening,29,315.3,Low,Route A,image
49138,610,6395,0.19,0.18,negative,70,Night,32,313.25,Low,Route A,text
24304,2021,4263,0.49,0.04,neutral,50,Evening,68,211.78,Medium,Route B,text
8112,262,780,0.33,0.14,negative,10,Night,29,93.53,High,Route C,spam
20262,597,1977,0.52,0.2,negative,31,Afternoon,87,174.98,Medium,Route A,text
33640,2564,4820,0.05,0.08,neutral,33,Night,77,202.6,Medium,Route C,text
20719,420,3284,0.36,0.14,negative,36,Night,43,184.63,Low,Route A,text
6690,139,264,0.4,0.04,positive,10,Morning,60,70.29,Medium,Route C,text
5989,267,897,0.56,0.08,neutral,19,Night,103,85.22,High,Route C,text
47642,3683,9084,0.58,0.04,positive,67,Morning,70,370.44,Medium,Route A,text
45464,1783,3949,0.07,0.03,positive,58,Afternoon,56,279.8,Medium,Route C,text
5908,131,913,0.5,0.1,negative,20,Afternoon,35,84.48,Low,Route A,text
41909,300,1420,0.34,0.22,negative,42,Night,48,268.99,Medium,Route A,text
24056,2141,2699,0.3,0.25,negative,28,Morning,18,160.3,Low,Route A,image
27544,1855,1817,0.1,0.05,neutral,36,Night,41,178.76,Medium,Route B,text
40073,1184,4089,0.33,0.24,negative,40,Evening,36,257.45,Low,Route A,text
2225,116,243,0.08,0.11,negative,10,Morning,35,23.56,Low,Route A,text
25037,1486,3630,0.13,0.14,negative,38,Afternoon,117,162.45,High,Route C,text
32864,1935,4661,0.5,0.23,negative,50,Evening,37,252.46,Low,Route A,spam
3011,194,420,0.17,0.05,positive,12,Evening,55,21.71,High,Route C,text
40256,1846,3736,0.26,0.07,neutral,54,Afternoon,89,269.28,High,Route B,text
38790,300,5503,0.5,0.22,negative,65,Night,37,310.41,Low,Route A,text
15879,344,2327,0.5,0.12,negative,24,Afternoon,32,149.59,Low,Route A,text
39158,1391,7346,0.05,0.04,neutral,47,Night,46,289.03,Low,Route A,text
24346,140,4607,0.21,0.02,positive,24,Morning,53,175.41,Medium,Route C,image
10369,271,1949,0.42,0.12,negative,15,Afternoon,19,108.16,Low,Route A,video
1250,97,93,0.33,0.22,negative,10,Afternoon,9,49.76,Low,Route A,text
8136,631,1141,0.28,0.16,negative,11,Night,49,77.29,High,Route C,image
46429,72,3168,0.13,0.04,positive,43,Afternoon,49,275.51,Low,Route A,text
11228,40,1486,0.18,0.22,negative,13,Afternoon,49,73.62,High,Route A,text
49962,4645,9925,0.08,0.17,negative,90,Night,160,338.44,High,Route C,text
549,35,67,0.45,0.08,negative,10,Night,122,47.53,High,Route C,image
37824,2112,2270,0.47,0.25,negative,41,Night,55,240.08,Medium,Route C,image
23011,935,756,0.52,0.05,neutral,16,Afternoon,67,186.01,Medium,Route C,image
45842,2997,3157,0.39,0.08,neutral,55,Evening,45,315.82,Low,Route A,text
40286,1031,6345,0.38,0.22,negative,47,Evening,39,313.99,Low,Route A,text
11520,805,630,0.3,0.15,negative,10,Night,44,99.76,High,Route B,text
22168,1479,3451,0.52,0.2,negative,36,Evening,25,182.68,Low,Route A,text
31314,238,5039,0.29,0.07,neutral,48,Night,33,228.14,Medium,Route B,text
35335,819,5775,0.12,0.14,negative,64,Afternoon,58,264.77,Medium,Route C,image
31911,1991,1037,0.56,0.23,negative,44,Morning,51,214.87,Low,Route A,text
44321,3240,3316,0.5,0.09,negative,67,Afternoon,81,296.32,Medium,Route C,text
22140,175,4319,0.12,0.09,neutral,32,Morning,28,183.4,Medium,Route C,text
26572,1516,585,0.46,0.06,neutral,31,Night,23,197.91,Low,Route A,text
45558,174,2398,0.13,0.05,neutral,64,Afternoon,61,258.06,Medium,Route C,text
22411,1298,1463,0.51,0.08,neutral,28,Evening,60,187.25,Medium,Route A,image
11788,120,806,0.35,0.16,negative,17,Morning,46,114.17,Low,Route C,text
10082,76,981,0.51,0.07,neutral,10,Afternoon,25,96.75,Medium,Route A,spam
42012,1638,2319,0.51,0.16,negative,39,Afternoon,179,269.96,High,Route C,image
26215,1756,1037,0.32,0.05,neutral,26,Morning,115,157.57,High,Route A,image
33928,2437,5467,0.08,0.09,neutral,57,Morning,35,216.11,Low,Route A,spam
22836,2007,3249,0.51,0.01,positive,24,Afternoon,13,196.57,Low,Route A,text
30415,1667,4344,0.54,0.24,negative,49,Evening,169,234.28,High,Route C,text
39058,824,4063,0.21,0.02,positive,51,Evening,94,246.1,Medium,Route C,image
36774,3151,3013,0.3,0.13,negative,45,Evening,146,255.54,High,Route C,spam
40505,2047,5291,0.31,0.16,negative,70,Evening,80,284.83,High,Route C,text
9687,204,1869,0.51,0.09,neutral,10,Morning,38,122.76,High,Route B,text
36663,2339,6709,0.13,0.04,positive,61,Afternoon,80,264.58,Medium,Route B,image
16712,1590,1873,0.59,0.21,negative,13,Evening,116,164.08,High,Route A,spam
2594,112,462,0.31,0.08,neutral,10,Morning,53,57.97,Medium,Route A,text
18022,589,520,0.11,0.04,neutral,14,Afternoon,13,119.2,Low,Route A,spam
14206,1197,786,0.27,0.08,negative,15,Morning,54,122.69,High,Route C,text
2129,23,414,0.24,0.08,neutral,10,Evening,63,20.75,Medium,Route B,video
25077,1005,2497,0.16,0.15,negative,41,Afternoon,85,159.17,High,Route C,image
46673,2237,9033,0.4,0.22,negative,73,Afternoon,177,348.02,High,Route C,text
33576,2216,1874,0.41,0.11,negative,26,Morning,16,242.43,Low,Route A,text
22166,142,1525,0.5,0.22,negative,25,Morning,72,179.9,Medium,Route A,text
13973,1325,2339,0.08,0.08,neutral,21,Night,27,92.5,Low,Route B,text
39104,3028,7223,0.32,0.05,positive,64,Morning,39,306.75,Low,Route A,text
17620,159,2269,0.53,0.02,positive,29,Evening,69,162.83,Medium,Route A,text
3204,111,372,0.22,0.01,positive,10,Morning,19,50.09,Medium,Route A,text
21545,147,4132,0.51,0.03,positive,31,Morning,146,206.02,High,Route C,text
31676,1914,4423,0.14,0.04,neutral,53,Evening,61,224.36,Medium,Route A,text
18979,1799,2758,0.16,0.07,neutral,36,Evening,121,122.88,High,Route C,text
15612,914,3040,0.14,0.09,neutral,20,Morning,26,109.14,Medium,Route C,text
27287,573,1599,0.36,0.05,positive,46,Night,47,202.01,Low,Route A,text
27409,966,2562,0.2,0.1,neutral,42,Night,25,164.63,Low,Route A,text
5341,76,669,0.25,0.24,negative,10,Morning,63,45.9,High,Route C,text
30461,344,3415,0.44,0.08,neutral,34,Night,148,220.26,High,Route C,text
41650,1120,1008,0.21,0.05,positive,46,Evening,151,219.74,High,Route C,text
49471,721,4496,0.54,0.04,positive,62,Morning,108,334.78,High,Route B,text
28368,2093,3611,0.35,0.02,positive,29,Afternoon,48,229.29,Low,Route A,image
44701,3751,4330,0.45,0.05,neutral,62,Night,58,300.09,Medium,Route A,text
39507,2353,4272,0.14,0.06,neutral,49,Night,72,258.8,Medium,Route A,text
17890,1565,3058,0.56,0.03,positive,40,Evening,41,169.18,Low,Route A,text
48917,3770,8472,0.26,0.02,positive,72,Night,143,351.55,High,Route C,image
5332,209,851,0.56,0.1,negative,20,Afternoon,27,102.77,Low,Route A,text
10299,178,1410,0.06,0.03,positive,18,Night,119,65.98,High,Route C,text
35167,99,2902,0.07,0.16,negative,35,Afternoon,26,198.18,Low,Route A,text
21069,1263,3267,0.35,0.07,neutral,21,Night,61,175.92,Medium,Route B,text
31791,875,5319,0.3,0.23,negative,34,Night,151,244.91,High,Route B,text
32365,2248,2019,0.34,0.06,neutral,31,Night,144,232.19,High,Route A,text
12115,405,2390,0.44,0.03,positive,31,Afternoon,93,132.02,High,Route C,video
23864,1990,1533,0.39,0.11,negative,27,Night,38,188.04,Low,Route A,text
10546,253,724,0.51,0.05,positive,10,Evening,29,123.33,Medium,Route C,image
37302,1727,2020,0.58,0.11,negative,31,Afternoon,33,262.07,Medium,Route C,spam
34390,2335,6715,0.28,0.03,positive,49,Morning,98,257.58,High,Route C,video
24953,865,3799,0.08,0.09,neutral,40,Afternoon,38,157.66,Medium,Route C,video
7814,42,582,0.18,0.04,neutral,19,Night,44,73.96,Low,Route A,image
35611,810,2904,0.5,0.19,negative,49,Afternoon,74,239.22,High,Route C,text
6627,434,553,0.51,0.18,negative,10,Afternoon,22,84.19,Medium,Route A,text
44048,3308,6596,0.55,0.04,positive,57,Afternoon,35,330.59,Low,Route A,spam
29096,857,4491,0.1,0.18,negative,57,Morning,60,200.86,Medium,Route A,text
13892,1334,1667,0.1,0.03,positive,10,Afternoon,32,105.25,Low,Route C,text
18516,924,2699,0.5,0.02,positive,16,Afternoon,37,151.2,Medium,Route A,image
13602,862,674,0.36,0.09,neutral,29,Morning,61,112.66,High,Route C,image
1500,75,265,0.1,0.05,positive,10,Night,73,9.59,High,Route C,text
25426,1194,2488,0.6,0.09,neutral,18,Evening,39,225.85,Medium,Route C,image
40846,3091,4416,0.41,0.13,negative,67,Afternoon,25,274.29,Low,Route A,text
1243,11,48,0.55,0.08,neutral,10,Evening,119,43.7,High,Route C,text
37356,3100,3199,0.12,0.08,neutral,55,Evening,40,247.05,Low,Route B,image
24974,1936,4176,0.2,0.03,positive,52,Morning,74,176.37,Medium,Route A,text
5889,184,495,0.5,0.04,positive,10,Night,38,71.86,High,Route A,text
38806,584,2780,0.17,0.05,neutral,58,Evening,54,220.13,Low,Route A,text
14234,868,2238,0.24,0.02,positive,24,Morning,43,116.68,Low,Route A,image
5282,504,995,0.27,0.02,positive,13,Afternoon,92,62.62,High,Route C,text
6750,120,336,0.48,0.04,positive,22,Morning,114,65.67,High,Route C,text
13072,381,261,0.27,0.11,negative,10,Afternoon,63,83.49,High,Route C,text
988,56,188,0.32,0.1,negative,10,Morning,27,28.98,Medium,Route B,image
8963,525,324,0.28,0.11,negative,10,Evening,39,93.05,Low,Route B,text
45997,2596,8151,0.15,0.17,negative,75,Night,61,334.41,Low,Route A,text
46999,1753,7862,0.35,0.03,neutral,61,Morning,50,357.31,Medium,Route B,image
23973,659,4077,0.33,0.04,neutral,24,Morning,28,184.98,Low,Route A,text
17854,174,1083,0.59,0.08,neutral,31,Night,37,176.47,Low,Route A,image
48249,2958,5826,0.06,0.07,neutral,57,Evening,39,304.38,Low,Route A,image
13923,1118,1949,0.2,0.24,negative,10,Evening,62,117.48,Medium,Route A,text
27246,2019,643,0.42,0.21,negative,23,Morning,114,165.78,High,Route C,video
49444,3199,1380,0.15,0.09,neutral,64,Night,56,258.84,Low,Route A,text
42637,3449,5642,0.43,0.02,positive,66,Night,152,298.28,High,Route C,spam
15559,996,2665,0.51,0.08,neutral,32,Morning,33,152.9,Low,Route A,text
42437,3012,6189,0.58,0.16,negative,58,Afternoon,41,332.41,Low,Route A,text
46263,4241,6251,0.05,0.08,neutral,72,Night,69,301.18,Medium,Route B,text
37770,314,1905,0.38,0.02,positive,34,Morning,18,239.7,Low,Route A,text
45698,3566,3828,0.09,0.03,positive,66,Morning,26,262.34,Low,Route A,video
47055,1781,986,0.23,0.09,neutral,39,Afternoon,136,263.28,High,Route C,image
26817,1154,3687,0.22,0.06,neutral,49,Night,205,205.71,High,Route C,text
30153,442,5191,0.16,0.12,negative,49,Night,191,207.85,High,Route C,text
32852,348,2641,0.5,0.03,positive,52,Evening,169,258.44,High,Route C,text
29474,454,1038,0.4,0.1,negative,30,Night,26,192.08,Low,Route A,image
20897,665,4035,0.38,0.04,positive,29,Afternoon,42,176.35,Medium,Route C,text
37011,2215,7086,0.39,0.02,positive,68,Morning,199,294.09,High,Route C,spam
43373,4124,7889,0.51,0.04,neutral,58,Afternoon,70,345.86,High,Route C,image
34081,2025,5435,0.26,0.24,negative,39,Morning,120,233.09,High,Route C,text
27247,40,1773,0.49,0.18,negative,22,Morning,134,211.06,High,Route B,text
13577,32,1859,0.15,0.1,negative,30,Afternoon,47,116.25,Low,Route B,spam
18914,1464,1426,0.52,0.05,neutral,25,Morning,45,151.91,Low,Route A,text
30248,1658,2971,0.17,0.09,negative,42,Night,95,207.92,High,Route C,image
9149,881,1114,0.36,0.01,positive,15,Evening,15,106.1,Low,Route A,text
42715,1953,4635,0.15,0.09,neutral,53,Night,50,260.73,Low,Route A,text
40432,507,6322,0.52,0.06,neutral,74,Night,72,335.7,Medium,Route B,video
28583,876,3270,0.09,0.22,negative,28,Evening,71,185.8,Medium,Route C,text
24433,1533,626,0.52,0.09,neutral,35,Evening,87,183.76,Medium,Route C,text
4146,269,527,0.52,0.04,positive,16,Morning,19,75.32,Low,Route A,spam
17104,1319,2658,0.19,0.09,negative,37,Night,25,117.28,Low,Route A,video
6761,394,368,0.38,0.08,neutral,10,Night,12,66.63,Low,Route A,text
19356,1616,3387,0.59,0.02,positive,27,Evening,54,207.54,High,Route A,image
25064,1584,4312,0.12,0.04,positive,50,Night,25,199.9,Low,Route C,text
